cai_score,gene,host,subtype
0.7982052220486403,HA,chicken,H5N1
0.7836542284929726,PA,chicken,H5N1
0.7587633883125482,PB1,chicken,H5N1
0.7593851745581705,PB2,chicken,H5N1
0.8036991485072266,NA,chicken,H5N1
0.7792501055402088,NP,chicken,H5N1
0.7982052220486403,HA,chicken,H5N1
0.7836542284929726,PA,chicken,H5N1
0.7587633883125482,PB1,chicken,H5N1
0.7593851745581705,PB2,chicken,H5N1
0.804081628150585,NA,chicken,H5N1
0.7792501055402088,NP,chicken,H5N1
0.7982052220486403,HA,chicken,H5N1
0.7841171774177215,PA,chicken,H5N1
0.7587633883125482,PB1,chicken,H5N1
0.7594621785591734,PB2,chicken,H5N1
0.8021800639326309,NA,chicken,H5N1
0.7777009486970144,NP,chicken,H5N1
0.7981081019076556,HA,chicken,H5N1
0.7832024853710873,PA,chicken,H5N1
0.7595305510076837,PB1,chicken,H5N1
0.7609079792103355,PB2,chicken,H5N1
0.8021800639326309,NA,chicken,H5N1
0.7777009486970144,NP,chicken,H5N1
0.7981081019076556,HA,chicken,H5N1
0.7832024853710873,PA,chicken,H5N1
0.7596442670476838,PB1,chicken,H5N1
0.7609079792103355,PB2,chicken,H5N1
0.8019862493714198,NA,chicken,H5N1
0.7777009486970144,NP,chicken,H5N1
0.7981081019076556,HA,chicken,H5N1
0.7832024853710873,PA,chicken,H5N1
0.7595305510076837,PB1,chicken,H5N1
0.7609079792103355,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7933879401623141,HA,chicken,H5N1
0.80072441153909,PA,chicken,H5N1
0.7694237858767741,PB1,chicken,H5N1
0.7566411013401271,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7933879401623141,HA,chicken,H5N1
0.80072441153909,PA,chicken,H5N1
0.7694237858767741,PB1,chicken,H5N1
0.7557570726319283,PB2,chicken,H5N1
0.806620086625515,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7948096060585798,HA,chicken,H5N1
0.798513881887306,PA,chicken,H5N1
0.7691369477220712,PB1,chicken,H5N1
0.7562379888701332,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7948096060585798,HA,chicken,H5N1
0.798513881887306,PA,chicken,H5N1
0.7692602642370359,PB1,chicken,H5N1
0.7562379888701332,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7948096060585798,HA,chicken,H5N1
0.798513881887306,PA,chicken,H5N1
0.7692602642370359,PB1,chicken,H5N1
0.7562379888701332,PB2,chicken,H5N1
0.8063733109120829,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7956989030486388,HA,chicken,H5N1
0.7979783689270257,PA,chicken,H5N1
0.7677558674093065,PB1,chicken,H5N1
0.7577473527669422,PB2,chicken,H5N1
0.8063733109120829,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7956989030486388,HA,chicken,H5N1
0.7977620123693325,PA,chicken,H5N1
0.7677558674093065,PB1,chicken,H5N1
0.7577473527669422,PB2,chicken,H5N1
0.8081154278215263,NA,chicken,H5N1
0.7790007828158806,NP,chicken,H5N1
0.7960264068963998,HA,chicken,H5N1
0.7984632685722396,PA,chicken,H5N1
0.7703321953255444,PB1,chicken,H5N1
0.7579904132201474,PB2,chicken,H5N1
0.8104467045499675,NA,chicken,H5N1
0.7778077721027781,NP,chicken,H5N1
0.7979459081529316,HA,chicken,H5N1
0.7980556721467139,PA,chicken,H5N1
0.7698847187841479,PB1,chicken,H5N1
0.7563279980240782,PB2,chicken,H5N1
0.8083340755881502,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7990383631313662,PA,chicken,H5N1
0.7681994929896154,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.809113459562288,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7990383631313662,PA,chicken,H5N1
0.7681994929896154,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.809113459562288,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7990383631313662,PA,chicken,H5N1
0.7681994929896154,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.8054960321036065,NA,chicken,H5N1
0.7790950494775747,NP,chicken,H5N1
0.7950680576378891,HA,chicken,H5N1
0.7988951169457845,PA,chicken,H5N1
0.769252102020732,PB1,chicken,H5N1
0.7574552000106132,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7777214569113642,NP,chicken,H5N1
0.795340356893693,HA,chicken,H5N1
0.7988181401124521,PA,chicken,H5N1
0.7690264096069248,PB1,chicken,H5N1
0.7556410043825235,PB2,chicken,H5N1
0.8070922210636342,NA,chicken,H5N1
0.7777214569113642,NP,chicken,H5N1
0.795340356893693,HA,chicken,H5N1
0.7988181401124521,PA,chicken,H5N1
0.7690264096069248,PB1,chicken,H5N1
0.7556410043825235,PB2,chicken,H5N1
0.8100013718920718,NA,chicken,H5N1
0.7783592460014754,NP,chicken,H5N1
0.7969964872875321,HA,chicken,H5N1
0.7998866739779992,PA,chicken,H5N1
0.7695082713668511,PB1,chicken,H5N1
0.7575639991253444,PB2,chicken,H5N1
0.806714483924304,NA,chicken,H5N1
0.7783821898222135,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7962661009975289,PA,chicken,H5N1
0.7697220486016558,PB1,chicken,H5N1
0.7578685230180507,PB2,chicken,H5N1
0.8072663516584103,NA,chicken,H5N1
0.7781990337036432,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7962661009975289,PA,chicken,H5N1
0.7697220486016558,PB1,chicken,H5N1
0.7578685230180507,PB2,chicken,H5N1
0.8083457950037682,NA,chicken,H5N1
0.7788513995988807,NP,chicken,H5N1
0.7959226672667424,HA,chicken,H5N1
0.798047129059102,PA,chicken,H5N1
0.7691760819775799,PB1,chicken,H5N1
0.75702029704915,PB2,chicken,H5N1
0.8100777525172363,NA,chicken,H5N1
0.778839983875406,NP,chicken,H5N1
0.7952130354447771,HA,chicken,H5N1
0.7974060909806912,PA,chicken,H5N1
0.7698089748134299,PB1,chicken,H5N1
0.7593486160497709,PB2,chicken,H5N1
0.8087542838300633,NA,chicken,H5N1
0.7815686485258734,NP,chicken,H5N1
0.7966314969376732,HA,chicken,H5N1
0.7988181401124521,PA,chicken,H5N1
0.769020811293766,PB1,chicken,H5N1
0.7571079010722737,PB2,chicken,H5N1
0.8087542838300633,NA,chicken,H5N1
0.7815686485258734,NP,chicken,H5N1
0.7966314969376732,HA,chicken,H5N1
0.7988181401124521,PA,chicken,H5N1
0.769020811293766,PB1,chicken,H5N1
0.7571079010722737,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7786627652627954,NP,chicken,H5N1
0.7950728528888081,HA,chicken,H5N1
0.7974497252209581,PA,chicken,H5N1
0.7699596262122727,PB1,chicken,H5N1
0.7568457796075329,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7786627652627954,NP,chicken,H5N1
0.7950728528888081,HA,chicken,H5N1
0.7974497252209581,PA,chicken,H5N1
0.7699596262122727,PB1,chicken,H5N1
0.7568457796075329,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7786627652627954,NP,chicken,H5N1
0.7950728528888081,HA,chicken,H5N1
0.7974497252209581,PA,chicken,H5N1
0.7699596262122727,PB1,chicken,H5N1
0.7568457796075329,PB2,chicken,H5N1
0.8021586120962765,NA,chicken,H5N1
0.7748384023218928,NP,chicken,H5N1
0.7952681021138107,HA,chicken,H5N1
0.7807596296818315,PA,chicken,H5N1
0.7707905910966018,PB1,chicken,H5N1
0.7629143689974399,PB2,chicken,H5N1
0.8021586120962765,NA,chicken,H5N1
0.7748384023218928,NP,chicken,H5N1
0.7952681021138107,HA,chicken,H5N1
0.7807596296818315,PA,chicken,H5N1
0.7707905910966018,PB1,chicken,H5N1
0.7629143689974399,PB2,chicken,H5N1
0.8083340755881502,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7991242543735656,PA,chicken,H5N1
0.7683219153709182,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.8083340755881502,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7991242543735656,PA,chicken,H5N1
0.7681994929896154,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.8083340755881502,NA,chicken,H5N1
0.7779777201297209,NP,chicken,H5N1
0.7935094810048071,HA,chicken,H5N1
0.7991242543735656,PA,chicken,H5N1
0.7681994929896154,PB1,chicken,H5N1
0.7572587700705851,PB2,chicken,H5N1
0.8090653524930749,NA,chicken,H5N1
0.779756867924445,NP,chicken,H5N1
0.7937661561827664,HA,chicken,H5N1
0.7993437015774426,PA,chicken,H5N1
0.770270298569432,PB1,chicken,H5N1
0.7581905211205789,PB2,chicken,H5N1
0.8090653524930749,NA,chicken,H5N1
0.779756867924445,NP,chicken,H5N1
0.7937661561827664,HA,chicken,H5N1
0.799025772141621,PA,chicken,H5N1
0.770270298569432,PB1,chicken,H5N1
0.7581905211205789,PB2,chicken,H5N1
0.8074862152351298,NA,chicken,H5N1
0.7780290462078142,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7988354336706827,PA,chicken,H5N1
0.7689158566333497,PB1,chicken,H5N1
0.7577823869822068,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7781492922970576,NP,chicken,H5N1
0.7958467743650257,HA,chicken,H5N1
0.7980169697470602,PA,chicken,H5N1
0.7692317548981367,PB1,chicken,H5N1
0.7576989859271124,PB2,chicken,H5N1
0.8096214930927345,NA,chicken,H5N1
0.7804265753765376,NP,chicken,H5N1
0.7958393804215034,HA,chicken,H5N1
0.7979655868565818,PA,chicken,H5N1
0.7683881771053391,PB1,chicken,H5N1
0.7570097127666444,PB2,chicken,H5N1
0.8096214930927345,NA,chicken,H5N1
0.7804265753765376,NP,chicken,H5N1
0.7958393804215034,HA,chicken,H5N1
0.7981000353090434,PA,chicken,H5N1
0.7683881771053391,PB1,chicken,H5N1
0.7570097127666444,PB2,chicken,H5N1
0.8096214930927345,NA,chicken,H5N1
0.7804265753765376,NP,chicken,H5N1
0.7958393804215034,HA,chicken,H5N1
0.7979655868565818,PA,chicken,H5N1
0.7683881771053391,PB1,chicken,H5N1
0.7572033844256444,PB2,chicken,H5N1
0.8096214930927345,NA,chicken,H5N1
0.7800769606224862,NP,chicken,H5N1
0.7958393804215034,HA,chicken,H5N1
0.7976237206801627,PA,chicken,H5N1
0.7683881771053391,PB1,chicken,H5N1
0.7570097127666444,PB2,chicken,H5N1
0.8085189223848979,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7947405418582381,HA,chicken,H5N1
0.7988181401124521,PA,chicken,H5N1
0.769808898667522,PB1,chicken,H5N1
0.7579002567859247,PB2,chicken,H5N1
0.8078156410697256,NA,chicken,H5N1
0.796082521431059,HA,chicken,H5N1
0.7571079010722737,PB2,chicken,H5N1
0.7690004577852068,PB1,chicken,H5N1
0.7986372898084841,PA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7571079010722737,PB2,chicken,H5N1
0.7690004577852068,PB1,chicken,H5N1
0.7984883607500363,PA,chicken,H5N1
0.796082521431059,HA,chicken,H5N1
0.7771766234760806,NP,chicken,H5N1
0.8078156410697256,NA,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7766297161769166,NP,chicken,H5N1
0.7947560248076351,HA,chicken,H5N1
0.7988976134912802,PA,chicken,H5N1
0.770189445625598,PB1,chicken,H5N1
0.7577101709735047,PB2,chicken,H5N1
0.8062715881760877,NA,chicken,H5N1
0.7786888803762344,NP,chicken,H5N1
0.7958069135816495,HA,chicken,H5N1
0.7983497756951067,PA,chicken,H5N1
0.7695130765830159,PB1,chicken,H5N1
0.758050594646626,PB2,chicken,H5N1
0.808692926425206,NA,chicken,H5N1
0.7783484296294928,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7980137940150326,PA,chicken,H5N1
0.7699489757203712,PB1,chicken,H5N1
0.7569191543621333,PB2,chicken,H5N1
0.8057463104770558,NA,chicken,H5N1
0.7785236419208649,NP,chicken,H5N1
0.7963365782959226,HA,chicken,H5N1
0.7990396571309606,PA,chicken,H5N1
0.7691144043996081,PB1,chicken,H5N1
0.7586013738371493,PB2,chicken,H5N1
0.8057463104770558,NA,chicken,H5N1
0.7785236419208649,NP,chicken,H5N1
0.7963365782959226,HA,chicken,H5N1
0.7990396571309606,PA,chicken,H5N1
0.7691144043996081,PB1,chicken,H5N1
0.7586013738371493,PB2,chicken,H5N1
0.8086720292067031,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7934620376212705,HA,chicken,H5N1
0.7982990510983597,PA,chicken,H5N1
0.7685542693720409,PB1,chicken,H5N1
0.7574745617895184,PB2,chicken,H5N1
0.8020531008533454,NA,chicken,H5N1
0.777596765563335,NP,chicken,H5N1
0.7959304071433585,HA,chicken,H5N1
0.7797982731911189,PA,chicken,H5N1
0.7692334840821472,PB1,chicken,H5N1
0.7637327796834844,PB2,chicken,H5N1
0.8020531008533454,NA,chicken,H5N1
0.777596765563335,NP,chicken,H5N1
0.7959304071433585,HA,chicken,H5N1
0.7797982731911189,PA,chicken,H5N1
0.7692334840821472,PB1,chicken,H5N1
0.7635082777132567,PB2,chicken,H5N1
0.8085446858672607,NA,chicken,H5N1
0.7784910798811046,NP,chicken,H5N1
0.7959714183598284,HA,chicken,H5N1
0.7992545706014278,PA,chicken,H5N1
0.7700381413187177,PB1,chicken,H5N1
0.758736675257547,PB2,chicken,H5N1
0.8084913395318607,NA,chicken,H5N1
0.7815139521597408,NP,chicken,H5N1
0.7956096635409611,HA,chicken,H5N1
0.7982939442681668,PA,chicken,H5N1
0.7693880962012918,PB1,chicken,H5N1
0.7585374815085711,PB2,chicken,H5N1
0.8062307780789427,NA,chicken,H5N1
0.7806685597649241,NP,chicken,H5N1
0.7945894281126676,HA,chicken,H5N1
0.7979192684306727,PA,chicken,H5N1
0.7693880962012918,PB1,chicken,H5N1
0.7585374815085711,PB2,chicken,H5N1
0.8026495361304286,NA,chicken,H5N1
0.7795462799794409,NP,chicken,H5N1
0.7990856095699318,HA,chicken,H5N1
0.7834417368867983,PA,chicken,H5N1
0.7597573288093444,PB1,chicken,H5N1
0.7599949472889681,PB2,chicken,H5N1
0.808810545472103,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7959792928919481,HA,chicken,H5N1
0.7994096178149898,PA,chicken,H5N1
0.7704901338172524,PB1,chicken,H5N1
0.7558757594783746,PB2,chicken,H5N1
0.808810545472103,NA,chicken,H5N1
0.7783139406587193,NP,chicken,H5N1
0.7959792928919481,HA,chicken,H5N1
0.7994096178149898,PA,chicken,H5N1
0.7704901338172524,PB1,chicken,H5N1
0.7558757594783746,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7762927274573849,NP,chicken,H5N1
0.794885631222479,HA,chicken,H5N1
0.7979791857064679,PA,chicken,H5N1
0.7697918188940437,PB1,chicken,H5N1
0.757256343549022,PB2,chicken,H5N1
0.8090653524930749,NA,chicken,H5N1
0.7762927274573849,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7979791857064679,PA,chicken,H5N1
0.7690421212730923,PB1,chicken,H5N1
0.7581811207456584,PB2,chicken,H5N1
0.8090068715132314,NA,chicken,H5N1
0.7781492922970576,NP,chicken,H5N1
0.7953858163730206,HA,chicken,H5N1
0.7979791857064679,PA,chicken,H5N1
0.7697918188940437,PB1,chicken,H5N1
0.7578685230180507,PB2,chicken,H5N1
0.8086805022283238,NA,chicken,H5N1
0.7762927274573849,NP,chicken,H5N1
0.794885631222479,HA,chicken,H5N1
0.7981901230458475,PA,chicken,H5N1
0.7708050663717239,PB1,chicken,H5N1
0.7575841638782285,PB2,chicken,H5N1
0.8077183418343282,NA,chicken,H5N1
0.7802677288334631,NP,chicken,H5N1
0.7986202216792871,HA,chicken,H5N1
0.7835305565869666,PA,chicken,H5N1
0.7581277621577971,PB1,chicken,H5N1
0.7596041991343282,PB2,chicken,H5N1
0.8089896444529273,NA,chicken,H5N1
0.7802677288334631,NP,chicken,H5N1
0.7986202216792871,HA,chicken,H5N1
0.7835305565869666,PA,chicken,H5N1
0.7587267262864773,PB1,chicken,H5N1
0.7596041991343282,PB2,chicken,H5N1
0.8007494759431407,NA,chicken,H5N1
0.7748220461646733,NP,chicken,H5N1
0.7987140295155805,HA,chicken,H5N1
0.7842118074709237,PA,chicken,H5N1
0.7594459209516551,PB1,chicken,H5N1
0.7513358015152797,PB2,chicken,H5N1
0.8015524760591585,NA,chicken,H5N1
0.7710893743849796,NP,chicken,H5N1
0.7976391908013901,HA,chicken,H5N1
0.7840523537322148,PA,chicken,H5N1
0.7592501794479419,PB1,chicken,H5N1
0.751166465896002,PB2,chicken,H5N1
0.8015524760591585,NA,chicken,H5N1
0.7710893743849796,NP,chicken,H5N1
0.7976391908013901,HA,chicken,H5N1
0.7840523537322148,PA,chicken,H5N1
0.7592501794479419,PB1,chicken,H5N1
0.751166465896002,PB2,chicken,H5N1
0.8010976462889952,NA,chicken,H5N1
0.7720682560066081,NP,chicken,H5N1
0.797011214644084,HA,chicken,H5N1
0.7830091604665362,PA,chicken,H5N1
0.7599722419661316,PB1,chicken,H5N1
0.7521721184490497,PB2,chicken,H5N1
0.8010976462889952,NA,chicken,H5N1
0.7720682560066081,NP,chicken,H5N1
0.797011214644084,HA,chicken,H5N1
0.7829250013022037,PA,chicken,H5N1
0.7599722419661316,PB1,chicken,H5N1
0.7521721184490497,PB2,chicken,H5N1
0.8001176483317108,NA,chicken,H5N1
0.7755606572764362,NP,chicken,H5N1
0.7999481869513619,HA,chicken,H5N1
0.7848785405793292,PA,chicken,H5N1
0.7610191088444107,PB1,chicken,H5N1
0.7511361174609632,PB2,chicken,H5N1
0.8014209552660758,NA,chicken,H5N1
0.7705199115823249,NP,chicken,H5N1
0.7997551074363254,HA,chicken,H5N1
0.7847341326286493,PA,chicken,H5N1
0.7592402341867326,PB1,chicken,H5N1
0.7528616494048884,PB2,chicken,H5N1
0.8014209552660758,NA,chicken,H5N1
0.7705199115823249,NP,chicken,H5N1
0.7997551074363254,HA,chicken,H5N1
0.7847341326286493,PA,chicken,H5N1
0.7592402341867326,PB1,chicken,H5N1
0.753246377182216,PB2,chicken,H5N1
0.8028239469399108,NA,chicken,H5N1
0.7787280976279826,NP,chicken,H5N1
0.8003463793096945,HA,chicken,H5N1
0.7835112111097631,PA,chicken,H5N1
0.760746601160022,PB1,chicken,H5N1
0.7527547528743759,PB2,chicken,H5N1
0.8028239469399108,NA,chicken,H5N1
0.7787280976279826,NP,chicken,H5N1
0.8007338532075334,HA,chicken,H5N1
0.7835112111097631,PA,chicken,H5N1
0.760746601160022,PB1,chicken,H5N1
0.7527547528743759,PB2,chicken,H5N1
0.8024420655411136,NA,chicken,H5N1
0.7787280976279826,NP,chicken,H5N1
0.8007338532075334,HA,chicken,H5N1
0.7828572774611033,PA,chicken,H5N1
0.760746601160022,PB1,chicken,H5N1
0.7527547528743759,PB2,chicken,H5N1
0.8034924616321166,NA,chicken,H5N1
0.7806705717424235,NP,chicken,H5N1
0.7989440383507493,HA,chicken,H5N1
0.783277830583103,PA,chicken,H5N1
0.7609678772712912,PB1,chicken,H5N1
0.760521038689634,PB2,chicken,H5N1
0.8034924616321166,NA,chicken,H5N1
0.7806705717424235,NP,chicken,H5N1
0.7989440383507493,HA,chicken,H5N1
0.783277830583103,PA,chicken,H5N1
0.7609678772712912,PB1,chicken,H5N1
0.760521038689634,PB2,chicken,H5N1
0.8023306123248235,NA,chicken,H5N1
0.7825253501490832,NP,chicken,H5N1
0.799170004699142,HA,chicken,H5N1
0.7838179793969174,PA,chicken,H5N1
0.7585293025091882,PB1,chicken,H5N1
0.7592713425084361,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7826749573010606,PA,chicken,H5N1
0.7587985621908367,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7826749573010606,PA,chicken,H5N1
0.7587985621908367,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7826749573010606,PA,chicken,H5N1
0.7587985621908367,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7585673155120162,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7585673155120162,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7585673155120162,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7990240711482931,HA,chicken,H5N1
0.7816700181851775,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7990240711482931,HA,chicken,H5N1
0.7818524153973336,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7990240711482931,HA,chicken,H5N1
0.7818524153973336,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781970913671812,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781970913671812,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.781970913671812,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7821368057881108,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7821368057881108,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7821368057881108,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7815581081209222,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7597115610660221,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7815581081209222,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7597115610660221,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7823636576597232,PA,chicken,H5N1
0.7587985621908367,PB1,chicken,H5N1
0.7597115610660221,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989583051026047,HA,chicken,H5N1
0.7820811335637128,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989583051026047,HA,chicken,H5N1
0.7820811335637128,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7825597939349864,PA,chicken,H5N1
0.75910473115074,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7825597939349864,PA,chicken,H5N1
0.75910473115074,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8033665030302635,NA,chicken,H5N1
0.779151705470573,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7825597939349864,PA,chicken,H5N1
0.75910473115074,PB1,chicken,H5N1
0.7607233248370124,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.778847995622548,NP,chicken,H5N1
0.7986421006544295,HA,chicken,H5N1
0.781869087237041,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
0.8023430995303745,NA,chicken,H5N1
0.7791970595792834,NP,chicken,H5N1
0.7989156239680285,HA,chicken,H5N1
0.7821368057881108,PA,chicken,H5N1
0.7594936744164256,PB1,chicken,H5N1
0.7599454309205855,PB2,chicken,H5N1
